,doc_id,sentence_id,sentence_text,sno
93,-1810507189,2,"['This', 'lead', 'to', 'a', 'forced', 'acceleration', 'in', 'the', 'adoption', 'of', 'telemedicine', ',', 'e-prescribing', 'and', 'similar', 'practices', '.']",94
94,-1810507189,3,"['In', 'Italy', ',', 'especially', 'for', 'community', 'care', 'services', ',', 'many', 'regions', 'activated', 'a', 'number', 'of', 'alternative', 'provisions', 'of', 'health', 'care', ',', 'such', 'as', 'teleconsultations', ',', 'over', 'a', 'very', 'short', 'period', 'of', 'time', '.']",95
95,-1810507189,4,"['Telemedicine', 'in', 'Italy', 'has', 'been', 'traditionally', 'delivered', 'using', 'several', 'applications', ',', 'poorly', 'interconnected', 'and', 'with', 'inconsistent', 'local', 'and', 'regional', 'reimbursement', 'practices', '.']",96
96,-1810507189,5,"['A', 'temporary', 'model', 'to', 'ease', 'organisational', 'aspects', 'of', 'the', 'implementation', 'of', 'telemedicine', 'services', 'during', 'the', 'emergency', 'was', 'issued', 'by', 'the', 'ISS', ',', 'albeit', 'without', 'a', 'specific', 'national', 'guidance', 'on', 'reimbursement', 'codes', ',', 'which', 'caused', 'the', 'occurrence', 'of', 'inter-regional', 'differences', '.']",97
97,-1810507189,6,"['At', 'the', 'start', 'of', 'the', 'pandemic', ',', 'telemedicine', 'was', 'not', 'explicitly', 'covered', 'in', 'the', 'guaranteed', 'LEA', '.']",98
98,-1810507189,7,"['Although', 'private', 'telemonitoring', 'service', 'providers', 'reported', 'a', 'marked', 'increase', 'in', 'the', 'use', 'of', 'direct-to-consumer', 'services', ',', 'the', 'lack', 'of', 'a', 'framework', 'to', 'reimburse', 'telemedicine', 'services', 'hindered', 'wider-scale', 'adoption', 'by', 'many', 'public', 'institutions', '(', 'Petracca', 'et', 'al', '.,', '2020', ')', '.']",99
99,-1810507189,8,"['The', 'COVID-19', 'crisis', 'boosted', 'the', 'digitisation', 'process', 'in', 'Italy', ',', 'thanks', 'to', 'a', 'relaxation', 'of', 'usual', 'red', 'tapes', '(', 'General', 'Data', 'Protection', 'Regulation', '(', 'GDPR', ')', ',', 'procurement', 'rules', 'and', 'organisational', 'resistance', ')', 'in', 'two', 'ways', '.']",100
100,-1810507189,9,"['First', ',', 'it', 'helped', 'revitalise', 'dormant', 'innovations', ',', 'like', 'e-prescription', 'and', 'telemedicine', 'already', 'in', 'place', '(', 'Oliveira', 'Hashiguchi', ',', '2020', ')', ',', 'given', 'the', 'urgency', 'of', 'of', 'fering', 'alternative', 'ways', 'to', 'care', 'for', 'patients', '.']",101
101,-1810507189,10,"['This', 'forced', 'many', 'previously', 'reluctant', 'or', 'late', ""'"", 'bloomer', ""'"", 'professionals', 'to', 'swiftly', 'rely', 'on', 'telemedicine', '.']",102
102,-1810507189,11,"['Second', ',', 'it', 'led', 'to', 'further', 'investments', 'in', 'technological', 'infrastructure', 'necessary', 'to', 'tackle', 'the', 'challenges', 'posed', 'by', 'the', 'outbreak', ',', 'such', 'as', 'the', 'introduction', 'of', 'mobile', 'apps', 'for', 'controlling', 'contact', 'tracing', 'or', 'social', 'distancing', '(', 'Kummitha', ',', '2020', ')', '.']",103
103,-1810507189,12,"['The', 'Immuni', 'app', 'was', 'introduced', 'as', 'a', 'surveillance', 'system', ',', 'albeit', 'not', 'compulsory', ',', 'in', 'June', '2020', '.']",104
104,-1810507189,13,"['Two', 'months', 'later', ',', 'only', '4', 'million', 'Italians', '(', 'about', '6', '%', 'of', 'the', 'total', 'population', ')', 'had', 'downloaded', 'it', ',', 'against', 'the', 'minimum', 'required', 'threshold', 'of', '12', 'million', '(', 'equivalent', 'to', '20', '%', 'of', 'total', 'population', 'downloads', 'or', '60', '%', 'of', 'actual', 'users', ')', 'to', 'guarantee', 'its', 'real', 'effectiveness', '(', 'Berra', ',', '2020', ';', 'Ferretti', 'et', 'al', '.,', '2020', ')', '.']",105
105,-1810507189,14,"['The', 'most', 'recent', 'estimates', 'report', 'over', '10', 'million', 'downloads', 'of', 'the', 'Immuni', 'app', 'since', 'its', 'launch', '(', 'Immuni', 'Italia', ',', '2020', ')', '.']",106
106,-1825184922,0,"['Health', 'Economics', ',', 'policy', 'and', 'Law', '7', '.']",107
107,-182748815,0,"['In', 'this', 'paper', ',', 'we', 'aim', 'to', 'critically', 'review', 'the', 'Italian', 'response', 'to', 'the', 'COVID-19', 'crisis', 'spanning', 'from', 'the', 'early', 'acute', 'phases', 'of', 'the', 'emergency', '(', 'March-May', '2020', ')', 'to', 'the', 'relative', 'stability', 'of', 'the', 'epidemiological', 'situation', 'just', 'before', 'the', 'second', 'outbreak', 'in', 'October', '2020', '.']",108
108,-182748815,1,"['In', 'what', 'follows', ',', 'we', 'first', 'briefly', 'describe', 'how', 'the', 'Italian', 'Servizio', 'Sanitario', 'Nazionale', '(', 'SSN', ',', 'National', 'Health', 'Services', ')', 'is', 'organised', 'and', 'the', 'preparedness', 'of', 'the', 'SSN', 'before', 'the', 'epidemic', 'started', '.']",109
109,-182748815,2,"['Second', ',', 'we', 'describe', 'the', 'governance', 'of', 'the', 'emergency', 'set', 'up', 'by', 'the', 'government', '.']",110
110,-182748815,3,"['Finally', ',', 'we', 'attempt', 'a', 'first', 'assessment', 'of', 'the', 'effects', 'that', 'the', 'COVID-19', 'crisis', 'had', 'on', 'the', 'Italian', 'health', 'care', 'system', ',', 'separately', 'addressing', 'supply-side', 'and', 'demand-side', 'considerations', '.']",111
111,-1949274406,0,"['3', '.']",112
112,-1949274406,1,"['National', 'plan', 'for', 'preparation', 'and', 'response', 'to', 'an', 'influenza', 'pandemic', 'By', 'the', 'impact', 'observed', 'in', 'the', 'early', 'stage', 'of', 'the', 'emergency', ',', 'it', 'is', 'plausible', 'to', 'believe', 'that', 'the', 'pandemic', 'caught', 'the', 'population', ',', 'the', 'local', 'and', 'national', 'governments', 'and', 'even', 'the', 'international', 'organisations', 'and', 'public', 'health', 'experts', 'largely', 'unprepared', '.']",113
113,-1949274406,2,"['However', ',', 'since', 'the', 'H5N1', 'avian', 'influenza', 're-emergence', 'in', 'the', 'Far', 'East', 'in', '2003', ',', 'the', 'risk', 'of', 'a', 'flu', 'pandemic', 'in', 'the', 'country', 'was', 'seen', 'as', 'concrete', 'and', 'persistent', '.']",114
114,-1949274406,3,"['In', '2005', ',', 'the', 'WHO', 'issued', 'a', 'list', 'of', 'recommendations', '(', 'WHO', ',', '2020', ')', 'for', 'updating', 'and', 'developing', 'a', 'national', 'pandemic', 'plan', ',', 'following', 'which', 'the', 'Ministry', 'of', 'Health', 'in', 'Italy', 'developed', 'a', ""'"", 'National', 'Plan', 'for', 'Preparation', 'and', 'Response', 'to', 'an', 'Influenza', 'Pandemic', ""'"", '(', 'Ministero', 'della', 'Salute', ',', '2006', ')', ',', 'defining', 'objectives', 'and', 'activities', ',', 'agreed', 'with', 'the', 'regions', ',', 'to', 'be', 'https://doi.org/10.1017/S1744133121000141', 'Published', 'online', 'by', 'Cambridge', 'University', 'Press', 'carried', 'out', 'to', 'prevent', 'and', 'cope', 'with', 'a', 'future', 'pandemic', 'throughout', 'the', 'national', 'territory', '.']",115
115,-1949274406,4,"['The', 'general', 'objective', 'of', 'the', 'plan', 'was', 'to', 'strengthen', 'preparedness', 'for', 'an', 'epidemiological', 'emergency', 'at', 'the', 'national', 'and', 'local', 'levels', ',', 'and', 'more', 'specifically', 'to', '(', 'i', ')', 'quickly', 'identify', ',', 'confirm', 'and', 'describe', 'cases', 'of', 'influenza', 'caused', 'by', 'new', 'viral', 'subtypes', ',', 'in', 'order', 'to', 'promptly', 'recognise', 'the', 'onset', 'of', 'the', 'pandemic', ';', '(', 'ii', ')', 'minimise', 'the', 'risk', 'of', 'transmission', 'and', 'limit', 'morbidity', 'and', 'mortality', 'due', 'to', 'the', 'pandemic', ';', '(', 'iii', ')', 'reduce', 'the', 'impact', 'of', 'the', 'pandemic', 'on', 'health', 'and', 'social', 'services', 'and', 'ensure', 'the', 'maintenance', 'of', 'essential', 'services', ';', '(', 'iv', ')', 'ensure', 'adequate', 'training', 'of', 'personnel', 'involved', 'in', 'the', 'response', 'to', 'the', 'pandemic', ';', '(', 'v', ')', 'ensure', 'up-to-date', 'and', 'timely', 'information', 'for', 'decision', 'makers', ',', 'health', 'professionals', ',', 'the', 'media', 'and', 'the', 'public', 'and', '(', 'vi', ')', 'monitor', 'the', 'efficiency', 'of', 'the', 'interventions', 'undertaken', '.']",116
116,-1949274406,5,"['However', ',', 'the', 'plan', 'was', 'never', 'revised', 'in', 'the', '14', 'years', 'since', 'its', 'development', '.']",117
117,-1949274406,6,"['This', 'attracted', 'strong', 'criticisms', ',', 'as', 'reported', 'also', 'in', 'the', 'media', '(', 'Puente', ',', '2020', ')', '.']",118
118,-1949274406,7,"['A', 'number', 'of', 'key', 'intermediate', 'steps', 'were', 'envisaged', 'to', 'achieve', 'these', 'objectives', ',', 'which', ',', 'as', 'unfortunately', 'reported', 'during', 'the', 'beginning', 'of', 'the', 'COVID-19', 'pandemic', '(', 'de', 'Maria', ';', 'Palladino', ',', '2020', ')', ',', 'remained', 'largely', 'unfulfilled', '.']",119
119,-1949274406,8,"['Even', 'the', 'Italian', 'Prime', 'Minister', ',', 'on', '24th', 'February', ',', 'threatened', 'to', 'take', 'back', 'powers', 'from', 'the', 'regions', 'and', 'autonomous', 'provinces', 'because', 'they', 'were', ""'"", 'in', 'charge', 'of', 'implementing', 'healthcare', 'but', 'not', 'prepared', 'to', 'face', 'a', 'national', 'emergency', ""'"", 'and', 'complained', 'about', 'the', 'lack', 'of', 'application', 'of', ""'"", 'unspecified', ""'"", 'preparedness', 'protocols', '(', 'Carinci', ',', '2020', ')', '.']",120
120,-1949274406,9,"['This', 'gap', 'does', 'not', 'come', 'unexpected', 'when', 'considering', 'that', 'since', '2001', 'in', 'the', 'allocation', 'of', 'the', 'national', 'health', 'care', 'budget', 'no', 'more', 'than', '5', '%', 'was', 'earmarked', 'for', 'prevention', ',', 'which', 'also', 'includes', 'the', 'pandemic', 'preparedness', 'activities', ',', 'with', 'community', 'and', 'hospital', 'care', '(', '51', 'and', '44', '%', ',', 'respectively', 'in', '2019', ')', 'gaining', 'the', 'lion', 'share', '(', 'CERGAS', 'Bocconi', ',', '2019', ')', '.']",121
121,-1949274406,10,"['More', 'recently', 'the', 'Ministry', 'of', 'Health', 'developed', 'a', 'new', 'National', 'Preparedness', 'Plan', '(', 'PanFlu', '2021-2023', ')', ',', 'which', 'identifies', 'all', 'the', 'necessary', 'actions', 'that', 'ought', 'to', 'be', 'followed', 'to', 'avoid', 'the', 'health', 'care', 'system', 'being', 'overwhelmed', 'again', '(', 'Ministero', 'della', 'Salute', ',', '2021', ')', '.']",122
122,-1949274406,11,"['It', 'also', 'includes', 'the', 'possible', 'responses', 'to', 'be', 'taken', 'in', 'the', 'event', 'of', 'a', 'future', 'epidemic', ',', 'such', 'as', 'appropriate', 'chain', 'of', 'commands', ',', 'prevention', 'and', 'control', 'measures', '.']",123
123,-1949274406,12,"['Furthermore', ',', 'the', 'new', 'plan', 'includes', 'an', 'explicit', 'monitoring', 'function', 'of', 'the', 'implementation', 'of', 'the', 'plan', 'itself', '(', 'Fassari', ',', '2021', ')', '.']",124
124,-2026286032,0,"['10', 'Iris', 'Bosa', 'et', 'al.']",125
125,-2067604489,0,"['Conflict', 'of', 'interest', '.']",126
126,-2067604489,1,"['None', '.']",127
127,-38271474,0,"['Health', 'economics', ',', 'policy', 'and', 'Law', '9', '.']",128
128,-539676787,0,"['2', 'Iris', 'Bosa', 'et', 'al.']",129
129,-587952749,0,"['2', '.']",130
130,-587952749,1,"['Overview', 'of', 'the', 'Italian', 'SSN', '.']",131
131,-609461965,0,"['4', 'Iris', 'Bosa', 'et', 'al.']",132
132,-666955011,0,"['7', '.']",133
133,-666955011,1,"['Discussion', '.']",134
134,-810832455,0,"['References', '.']",135
135,-853168537,0,"['Response', 'to', 'COVID-19', ':', 'was', 'Italy', '(', 'un', ')', 'prepared', '?']",136
136,-895020870,0,"['Health', 'economics', ',', 'policy', 'and', 'Law', '11', '.']",137
137,-94561735,0,"['Health', 'economics', ',', 'policy', 'and', 'Law', '5', '.']",138
138,-973441733,0,"['6.1.1', 'Physical', 'infrastructure', 'and', 'devices', 'Increasing', 'production', 'capacity', 'is', 'normally', 'difficult', 'in', 'the', 'short', 'term', ',', 'but', 'what', 'has', 'been', 'achieved', 'under', 'the', 'urgency', 'of', 'the', 'COVID-19', 'crisis', 'has', 'been', 'unprecedented', 'for', 'Italy', '.']",139
139,-973441733,1,"['The', 'expansion', 'in', 'the', 'supply', 'side', 'has', 'entailed', 'the', 'rapid', 'conversion', 'or', 'building', 'of', 'new', 'hospital', 'facilities', 'and', 'intensive', 'care', 'units', '(', 'ICU', ')', 'for', 'the', 'care', 'of', 'COVID-19', 'patients', ',', 'the', 'procurement', 'of', 'massive', 'quantities', 'of', 'PPEs', 'and', 'other', 'medical', 'devices', ',', 'and', 'the', 'hiring', 'of', 'additional', 'health', 'care', 'workers', '.']",140
140,1012345866,0,"['Lombardy', ',', 'more', 'than', '300', 'retired', 'doctors', 'and', '500', 'retired', 'nurses', 'returned', 'to', 'practice', 'on', 'a', 'voluntary', 'basis', ')', ',', 'and', 'to', 'request', 'the', 'temporary', 'enrolment', 'of', 'doctors', 'and', 'nurses', 'from', 'the', 'armed', 'forces', '.']",141
141,1012345866,1,"['Furthermore', ',', 'hospitals', 'were', 'given', 'the', 'possibility', 'to', 'recruit', 'on', 'a', 'freelance', 'basis', ',', 'doctors', 'and', 'nurses', 'not', 'yet', 'listed', 'in', 'the', 'Medical', 'Register', 'and', 'medical', 'doctors', 'and', 'nurses', 'practicing', 'abroad', 'under', 'EU', 'directives', 'have', 'also', 'been', 'allowed', 'to', 'work', 'in', 'Italy', 'on', 'a', 'temporary', 'basis', '.']",142
142,1069647193,0,"['6', '.']",143
143,1069647193,1,"['Supply', 'and', 'demand', 'side', 'considerations', 'of', 'the', 'COVID-19', 'response', 'in', 'Italy', 'Addressing', 'the', 'emergency', 'required', 'interventions', 'on', 'both', 'the', 'supply', 'and', 'demand', 'of', 'health', 'care', 'services', ',', 'in', 'this', 'section', ',', 'we', 'attempt', 'a', 'first', 'assessment', 'of', 'the', 'effects', 'that', 'the', 'COVID-19', 'crisis', 'had', 'on', 'the', 'Italian', 'health', 'care', 'system', ',', 'separately', 'addressing', 'supply-side', 'and', 'demand-side', 'considerations', '.']",144
144,1212143804,0,"['6.1', 'Supply-side', 'considerations', 'The', 'outbreak', 'of', 'a', 'health', 'crisis', ',', 'especially', 'at', 'a', 'scale', 'like', 'the', 'COVID-19', 'crisis', ',', 'puts', 'even', 'the', 'best', 'health', 'care', 'systems', 'under', 'increased', 'pressures', 'and', 'stress', '.']",145
145,1212143804,1,"['In', 'this', 'section', ',', 'we', 'provide', 'a', 'summary', 'of', 'the', 'various', 'measures', 'introduced', 'by', 'the', 'Italian', 'central', 'government', 'to', 'increase', 'physical', 'infrastructure', 'capacity', 'and', 'address', 'the', 'emerging', 'workforce', 'shortages', '.']",146
146,1212143804,2,"['However', ',', 'the', 'COVID-19', 'crisis', 'has', 'also', 'been', 'instrumental', 'in', 'Italy', ',', 'as', 'in', 'many', 'other', 'European', 'countries', ',', 'in', 'fostering', 'the', 'adoption', 'of', 'already', 'existing', 'digital', 'technology', 'by', 'shifting', 'to', ',', 'and', 'increasing', 'the', 'of', 'fer', 'of', ',', 'telemedicine', ',', 'for', 'example', '.']",147
147,1379080646,0,"['4', '.']",148
148,1379080646,1,"['Governing', 'the', 'emergency', ':', 'who', '?']",149
149,1379080646,2,"['when', '?']",150
150,1379080646,3,"['how', '?']",151
151,1379080646,4,"['why', '?']",152
152,1379080646,5,"['On', '31st', 'January', '2020', ',', 'the', 'Italian', 'Government', 'declared', 'a', 'national', 'emergency', 'in', 'order', 'to', 'be', 'able', 'to', 'face', 'the', 'incoming', 'COVID-19', 'crisis', '.']",153
153,1379080646,6,"['The', 'most', 'direct', 'consequence', 'of', 'this', 'act', 'was', 'that', 'the', 'Department', 'of', 'Civil', 'Protection', ',', 'an', 'operative', 'branch', 'of', 'the', 'Presidency', 'of', 'the', 'Council', 'of', 'Ministers', ',', 'took', 'up', 'the', 'important', 'role', 'of', 'coordination', 'and', 'execution', 'of', 'the', 'emergency', 'intervention', '.']",154
154,1379080646,7,"['The', 'Civil', 'Protection', 'is', 'a', 'highly', 'regarded', 'and', 'reputable', 'organisation', ',', 'a', 'reputation', 'matured', 'through', 'their', 'long', 'experience', 'with', 'dealing', 'with', 'earthquakes', 'and', 'other', 'national', 'disasters', '.']",155
155,1379080646,8,"['Additional', 'committees', 'and', 'roles', 'were', 'also', 'created', 'to', 'front', 'the', 'emergency', '.']",156
156,1379080646,9,"['In', 'particular', 'and', 'following', 'the', 'timeline', 'of', 'events', ',', 'on', '3rd', 'February', ',', 'the', 'Civil', 'Protection', 'Department', 'set', 'up', 'a', 'technical', 'and', 'scientific', 'committee', '(', 'hereafter', 'CTS', ')', ',', 'comprising', 'of', 'high', 'level', 'civil', 'servants', 'from', 'within', 'the', 'Ministry', 'of', 'Health', ',', 'the', 'Istituto', 'Superiore', 'di', 'Sanita', '(', 'National', 'Institute', 'of', 'Health', ',', 'ISS', ')', ',', 'regional', 'governments', 'and', 'the', 'same', 'Civil', 'Protection', 'Department', ',', 'as', 'well', 'as', 'clinical', 'experts', '(', 'public', 'health', 'experts', ',', 'virologists', 'and', 'clinicians', ')', 'to', 'provide', 'scientific', 'advice', 'to', 'the', 'government', '.']",157
157,1379080646,10,"['The', 'regional', 'governments', 'of', 'Lombardy', ',', 'Veneto', ',', 'Emilia-Romagna', 'and', 'Piedmont', ',', 'all', 'at', 'the', 'epicentre', 'of', 'the', 'COVID-19', 'health', 'crisis', 'in', 'Italy', ',', 'also', 'set', 'up', 'their', 'own', 'task', 'forces', 'and', 'advisory', 'committees', '.']",158
158,1379080646,11,"['Furthermore', ',', 'on', '17th', 'March', ',', 'to', 'respond', 'to', 'the', 'inadequate', 'availability', 'of', 'both', 'personal', 'protection', 'equipment', '(', 'PPE', ')', 'and', 'ventilators', ',', 'the', 'Prime', 'Minister', 'appointed', 'a', 'commissioner', 'in', 'charge', 'of', 'coordinating', 'their', 'centralised', 'procurement', '.']",159
159,1379080646,12,"['Finally', ',', 'on', '10th', 'April', ',', 'a', ""'"", 'committee', 'of', 'experts', 'in', 'economic', 'and', 'social', 'subjects', ""'"", 'was', 'established', 'by', 'the', 'Prime', 'Minister', 'to', 'develop', 'plans', 'and', 'guidelines', 'for', 'the', 'transition', 'from', 'total', 'lockdown', 'to', 'the', 'wider', 'reopening', 'of', 'the', 'country', '.']",160
160,1379080646,13,"['The', 'state', 'of', 'emergency', 'had', 'two', 'important', 'implications', 'for', 'the', 'governance', 'of', 'the', 'crisis', '.']",161
161,1379080646,14,"['First', ',', 'to', 'guarantee', 'a', 'quick', 'response', ',', 'the', 'government', 'was', 'allowed', 'to', 'by', 'pass', 'the', 'Parliament', 'in', 'the', 'https://doi.org/10.1017/S1744133121000141', 'Published', 'online', 'by', 'Cambridge', 'University', 'Press', 'definition', 'of', 'legislative', 'interventions', '.']",162
162,1379080646,15,"['The', 'government', 'did', 'so', 'by', 'approving', 'so-called', ""'"", 'decrees', 'of', 'the', 'Prime', 'Minister', ""'"", '.']",163
163,1379080646,16,"['This', 'approach', ',', 'although', 'legally', 'grounded', 'in', 'the', 'Italian', 'law', ',', 'blurred', 'the', 'boundaries', 'between', 'the', 'executive', 'and', 'the', 'legislative', 'powers', ',', 'de', 'facto', 'freezing', 'the', 'Constitutional', 'framework', '.']",164
164,1379080646,17,"['For', 'this', 'reason', ',', 'critics', 'have', 'questioned', 'the', 'decision', 'by', 'the', 'government', 'to', 'prolong', 'the', 'state', 'of', 'emergency', 'first', 'until', 'the', '31st', 'October', 'and', 'then', 'until', 'the', '31st', 'January', '2021', '.']",165
165,1379080646,18,"['Second', ',', 'the', 'state', 'of', 'emergency', 'introduced', 'the', 'possibility', 'of', 'derogation', 'of', 'existing', 'procurement', 'rules', '.']",166
166,1379080646,19,"['Italy', 'has', 'very', 'strict', 'procurement', 'rules', 'and', 'the', 'national', 'anti-corruption', 'agency', 'is', 'dedicated', 'to', 'check', 'the', 'legitimacy', 'of', 'procurement', 'bids', '.']",167
167,1379080646,20,"['The', 'Department', 'of', 'Civil', 'Protection', 'issued', 'new', 'procurement', 'regulations', 'to', 'be', 'valid', 'mainly', 'for', 'the', 'acquisition', 'of', 'PPE', ',', 'tests', 'and', 'ventilators', ',', 'simplifying', 'and', 'accelerating', 'the', 'existing', 'procedures', '.']",168
168,1388969797,0,"['6', 'Iris', 'Bosa', 'et', 'al.']",169
169,1441143227,0,"['The', 'SARS-CoV-2', 'outbreak', 'and', 'the', 'related', 'COVID-19', 'pandemic', 'have', 'been', 'the', 'worst', 'public', 'health', 'challenge', 'in', 'recent', 'Italian', 'history', ',', 'placing', 'extraordinary', 'pressures', 'on', 'the', 'country', ""'s"", 'health', 'care', 'and', 'long-term', 'care', 'systems', ',', 'and', 'on', 'the', 'economy', 'as', 'a', 'whole', '.']",170
170,1441143227,1,"['Between', '31st', 'January', '2020', ',', 'when', 'a', 'state', 'of', 'national', 'emergency', 'was', 'declared', 'after', 'the', 'detection', 'of', 'the', 'first', 'two', 'COVID-19', 'cases', 'in', 'Rome', ',', 'and', 'the', 'easing', 'of', 'the', 'stringent', 'lockdown', 'restrictions', 'at', 'the', 'beginning', 'of', 'June', ',', 'Italy', 'was', ""'"", 'hit', 'by', 'nothing', 'short', 'of', 'a', 'tsunami', 'of', 'unprecedented', 'forces', ',', 'punctuated', 'by', 'an', 'incessant', 'stream', 'of', 'deaths', '.']",171
171,1441143227,2,"['[', '...']",172
172,1441143227,3,"[']', 'Italy', ""'s"", 'biggest', 'crisis', 'since', 'World', 'War', 'II', ""'"", '(', 'Pisano', 'et', 'al', '.,', '2020', ')', '.']",173
173,1441143227,4,"['Two', 'months', 'after', 'the', 'beginning', 'of', 'the', 'first', 'wave', ',', 'the', 'estimated', 'excess', 'deaths', 'in', 'Lombardy', ',', 'the', 'hardest', 'hit', 'region', 'in', 'the', 'country', ',', 'reached', 'a', 'peak', 'of', 'more', 'than', '23,000', 'deaths', ',', 'equivalent', 'to', 'an', 'excess', 'mortality', 'of', '+118', '%', 'compared', 'to', 'the', 'average', 'mortality', 'rate', 'of', 'the', 'period', '1', 'January-30', 'April', '2015-2019', '(', 'Ghislandi', 'et', 'al', '.,', '2020', ';', 'ISTAT', ',', '2020', ')', '.']",174
174,1441143227,5,"['(', 'C', ')', 'the', 'author', '(', 's', ')', ',', '2021', '.']",175
175,1441143227,6,"['Published', 'by', 'Cambridge', 'University', 'Press', '.']",176
176,1441143227,7,"['This', 'is', 'an', 'Open', 'Access', 'article', ',', 'distributed', 'under', 'the', 'terms', 'of', 'the', 'Creative', 'Commons', 'Attribution', 'licence', '(', 'http://creativecommons.org/licenses/by/4.0/', ')', ',', 'which', 'permits', 'unrestricted', 're-use', ',', 'distribution', ',', 'and', 'reproduction', 'in', 'any', 'medium', ',', 'provided', 'the', 'original', 'work', 'is', 'properly', 'cited', '.']",177
177,1673799886,0,"['A', 'report', 'by', 'Nomisma', ',', 'an', 'Italian', 'business', 'consultancy', 'company', ',', 'estimated', 'that', 'during', 'the', 'COVID-19', 'emergency', ',', '75', '%', 'of', 'elective', 'surgeries', 'was', 'postponed', '.']",178
178,1673799886,1,"['Out', 'of', '410,000', 'surgeries', 'that', 'needed', 'to', 'be', 'rescheduled', ',', '135,700', '(', '33', '%', 'of', 'the', 'rescheduled', 'surgeries', 'and', '79', '%', 'of', 'the', 'specific', 'DRG', ')', 'refer', 'to', 'surgeries', 'of', 'the', 'muscular', 'system', 'and', 'connective', 'tissue', ';', '54,000', '(', '13', '%', 'of', 'the', 'rescheduled', 'surgeries', 'and', '56', '%', 'of', 'the', 'specific', 'DRG', ')', 'refers', 'to', 'surgeries', 'of', 'the', 'cardiovascular', 'system', 'and', '39,800', '(', '10', '%', 'of', 'the', 'rescheduled', 'surgeries', 'and', '65', '%', 'of', 'the', 'specific', 'DRG', ')', 'refers', 'to', 'surgeries', 'of', 'the', 'digestive', 'system', '.']",179
179,1673799886,2,"['The', 'remaining', '180,000', 'surgeries', 'refer', 'to', 'the', 'rest', 'of', 'the', 'major', 'diagnostic', 'groups', ',', 'heavily', 'affected', 'by', 'the', 'emergency', 'with', 'between', '70', 'and', '97', '%', 'rescheduled', 'surgeries', '(', 'Nomisma', ',', '2020', ';', 'quotidianosanita.it', ',', '2020', ')', '.']",180
180,1673799886,3,"['Finally', ',', 'weeks', 'of', 'nationwide', 'lockdown', 'had', 'also', 'an', 'effect', 'on', 'the', 'number', 'of', 'people', 'presenting', 'to', 'A', '&', 'E', 'and', 'subsequent', 'emergency', 'admissions', '.']",181
